imageId,age,gender,ethnicity,emotion
000199,24.0,male,asian,slightlyhappy
000200,15.0,male,caucasian,neutral
000201,33.0,male,caucasian,neutral
000202,16.0,female,asian,slightlyhappy
000203,12.0,male,caucasian,happy
000204,16.0,male,asian,slightlyhappy
000205,34.0,male,caucasian,neutral
000206,44.0,female,caucasian,neutral
000207,28.0,male,caucasian,neutral
000208,18.0,male,caucasian,happy
000209,16.0,female,asian,happy
000210,45.0,female,asian,happy
000211,19.0,female,caucasian,slightlyhappy
000212,15.0,female,caucasian,slightlyhappy
000213,15.0,female,caucasian,other
000214,34.0,male,caucasian,slightlyhappy
000215,17.0,female,afroamerican,slightlyhappy
000216,49.0,female,caucasian,neutral
000217,7.0,male,asian,neutral
000218,8.0,female,asian,slightlyhappy
000219,23.0,male,caucasian,neutral
000220,24.0,female,caucasian,neutral
000221,41.0,female,caucasian,slightlyhappy
000222,56.0,male,caucasian,happy
000223,18.0,female,caucasian,slightlyhappy
000224,60.0,female,caucasian,slightlyhappy
000225,29.0,female,caucasian,slightlyhappy
000226,25.0,female,caucasian,happy
000227,30.0,male,caucasian,slightlyhappy
000228,50.0,male,caucasian,happy
000229,49.0,female,caucasian,happy
000230,58.0,male,asian,other
000231,30.0,female,caucasian,slightlyhappy
000232,28.0,male,caucasian,neutral
000233,6.0,male,caucasian,neutral
000234,25.0,male,caucasian,slightlyhappy
000235,4.0,female,caucasian,happy
000236,6.0,male,asian,neutral
000237,37.0,female,caucasian,slightlyhappy
000238,1.0,male,caucasian,slightlyhappy
000239,30.0,female,caucasian,happy
000240,26.0,male,caucasian,neutral
000241,30.0,male,caucasian,slightlyhappy
000242,30.0,female,caucasian,happy
000243,17.0,female,caucasian,slightlyhappy
000244,48.0,male,caucasian,neutral
000245,32.0,female,afroamerican,neutral
000246,18.0,male,caucasian,slightlyhappy
000247,28.0,male,caucasian,happy
000248,15.0,male,caucasian,neutral
000249,11.0,male,caucasian,neutral
000250,10.0,female,asian,slightlyhappy
000251,1.0,female,caucasian,neutral
000252,30.0,female,caucasian,slightlyhappy
000253,19.0,female,caucasian,happy
000254,53.0,male,caucasian,slightlyhappy
000255,80.0,male,caucasian,slightlyhappy
000256,39.0,male,caucasian,neutral
000257,13.0,male,asian,neutral
000258,7.0,male,caucasian,neutral
000259,34.0,female,caucasian,slightlyhappy
000260,15.0,female,caucasian,slightlyhappy
000261,27.0,female,caucasian,other
000262,31.0,male,caucasian,slightlyhappy
000263,30.0,male,caucasian,neutral
000264,16.0,female,asian,neutral
000265,52.0,male,caucasian,slightlyhappy
000266,16.0,female,caucasian,slightlyhappy
000267,18.0,female,caucasian,happy
000268,28.0,female,asian,slightlyhappy
000269,15.0,male,caucasian,slightlyhappy
000270,16.0,male,caucasian,slightlyhappy
000271,40.0,female,asian,other
000272,17.0,male,caucasian,neutral
000273,19.0,female,afroamerican,neutral
000274,44.0,male,caucasian,slightlyhappy
000275,24.0,female,caucasian,slightlyhappy
000276,50.0,male,caucasian,slightlyhappy
000277,32.0,female,caucasian,neutral
000278,43.0,male,caucasian,slightlyhappy
000279,3.0,male,caucasian,neutral
000280,30.0,male,caucasian,neutral
000281,70.0,female,caucasian,slightlyhappy
000282,26.0,male,caucasian,neutral
000283,26.0,female,caucasian,neutral
000284,19.0,female,caucasian,neutral
000285,50.0,female,caucasian,slightlyhappy
000286,41.0,female,caucasian,slightlyhappy
000287,25.0,female,caucasian,slightlyhappy
000288,50.0,male,caucasian,slightlyhappy
000289,25.0,male,caucasian,neutral
000290,50.0,female,caucasian,slightlyhappy
000291,51.0,male,caucasian,neutral
000292,40.0,female,caucasian,slightlyhappy
000293,45.0,male,caucasian,neutral
000294,9.0,female,caucasian,slightlyhappy
000295,34.0,female,caucasian,slightlyhappy
000296,30.0,female,caucasian,slightlyhappy
000297,13.0,female,caucasian,slightlyhappy
000298,44.0,female,caucasian,slightlyhappy
000299,17.0,male,caucasian,neutral
000300,31.0,female,caucasian,slightlyhappy
000301,25.0,male,caucasian,neutral
000302,33.0,female,caucasian,slightlyhappy
000303,18.0,female,caucasian,slightlyhappy
000304,6.0,male,caucasian,neutral
000305,30.0,male,caucasian,slightlyhappy
000306,27.0,female,caucasian,slightlyhappy
000307,26.0,female,asian,slightlyhappy
000308,16.0,female,caucasian,slightlyhappy
000309,26.0,male,caucasian,neutral
000310,23.0,female,caucasian,slightlyhappy
000311,70.0,male,caucasian,neutral
000312,2.0,female,caucasian,neutral
000313,60.0,female,caucasian,neutral
000314,26.0,male,caucasian,neutral
000315,18.0,female,caucasian,slightlyhappy
000316,14.0,female,afroamerican,other
000317,35.0,male,asian,slightlyhappy
000318,18.0,male,caucasian,neutral
000319,26.0,male,caucasian,other
000320,18.0,female,caucasian,slightlyhappy
000321,34.0,male,caucasian,slightlyhappy
000322,65.0,female,caucasian,slightlyhappy
000323,1.0,male,caucasian,neutral
000324,70.0,male,caucasian,slightlyhappy
000325,35.0,female,caucasian,neutral
000326,1.0,female,caucasian,neutral
000327,13.0,female,caucasian,slightlyhappy
000328,19.0,female,caucasian,slightlyhappy
000329,18.0,female,caucasian,slightlyhappy
000330,59.0,male,caucasian,neutral
000331,15.0,female,caucasian,neutral
000332,16.0,male,caucasian,other
000333,50.0,female,caucasian,slightlyhappy
000334,19.0,male,caucasian,neutral
000335,4.0,male,afroamerican,slightlyhappy
000336,30.0,female,caucasian,other
000337,58.0,male,caucasian,neutral
000338,36.0,male,asian,neutral
000339,22.0,male,caucasian,slightlyhappy
000340,21.0,male,caucasian,slightlyhappy
000341,23.0,male,caucasian,slightlyhappy
000342,25.0,male,caucasian,neutral
000343,14.0,female,caucasian,neutral
000344,14.0,male,caucasian,neutral
000345,29.0,female,asian,slightlyhappy
000346,14.0,female,caucasian,slightlyhappy
000347,30.0,female,afroamerican,neutral
000348,53.0,male,caucasian,slightlyhappy
000349,55.0,male,caucasian,neutral
000350,26.0,female,asian,slightlyhappy
000351,30.0,male,caucasian,slightlyhappy
000352,41.0,male,caucasian,slightlyhappy
000353,48.0,male,asian,slightlyhappy
000354,44.0,male,caucasian,slightlyhappy
000355,22.0,male,caucasian,slightlyhappy
000356,25.0,female,caucasian,slightlyhappy
000357,7.0,female,caucasian,slightlyhappy
000358,27.0,male,caucasian,neutral
000359,30.0,female,caucasian,neutral
000360,5.0,female,caucasian,neutral
000361,23.0,male,caucasian,neutral
000362,2.0,male,caucasian,slightlyhappy
000363,26.0,female,caucasian,slightlyhappy
000364,15.0,female,caucasian,slightlyhappy
000365,33.0,male,caucasian,neutral
000366,15.0,female,caucasian,slightlyhappy
000367,47.0,male,caucasian,slightlyhappy
000368,45.0,female,caucasian,neutral
000369,25.0,female,caucasian,other
000370,40.0,male,caucasian,slightlyhappy
000371,26.0,female,caucasian,slightlyhappy
000372,63.0,female,caucasian,neutral
000373,1.0,male,asian,slightlyhappy
000374,43.0,male,caucasian,other
000375,35.0,male,caucasian,neutral
000376,1.0,male,caucasian,neutral
000377,39.0,male,caucasian,slightlyhappy
000378,13.0,female,caucasian,slightlyhappy
000379,48.0,male,caucasian,slightlyhappy
000380,28.0,male,caucasian,neutral
000381,35.0,female,caucasian,slightlyhappy
000382,27.0,female,caucasian,slightlyhappy
000383,25.0,male,caucasian,slightlyhappy
000384,16.0,female,caucasian,slightlyhappy
000385,58.0,female,caucasian,slightlyhappy
000386,20.0,male,caucasian,slightlyhappy
000387,35.0,male,caucasian,slightlyhappy
000388,23.0,female,caucasian,slightlyhappy
000389,68.0,male,asian,neutral
000390,18.0,male,caucasian,slightlyhappy
000391,11.0,male,caucasian,slightlyhappy
000392,14.0,female,asian,neutral
000393,26.0,female,caucasian,slightlyhappy
000394,26.0,male,caucasian,slightlyhappy
000395,25.0,male,caucasian,slightlyhappy
000396,5.0,female,asian,other
000397,4.0,female,caucasian,other
000398,40.0,male,caucasian,neutral
000399,26.0,male,caucasian,slightlyhappy
000400,47.0,female,caucasian,slightlyhappy
000401,15.0,male,caucasian,neutral
000402,51.0,male,caucasian,neutral
000403,43.0,female,caucasian,neutral
000404,41.0,male,caucasian,happy
000405,25.0,male,caucasian,happy
000406,26.0,male,caucasian,happy
000407,22.0,male,caucasian,neutral
000408,27.0,male,caucasian,neutral
000409,10.0,male,caucasian,slightlyhappy
000410,25.0,male,caucasian,slightlyhappy
000411,16.0,male,caucasian,slightlyhappy
000412,64.0,male,caucasian,slightlyhappy
000413,44.0,male,caucasian,happy
000414,36.0,male,caucasian,slightlyhappy
000415,37.0,male,afroamerican,neutral
000416,47.0,female,caucasian,slightlyhappy
000417,51.0,female,caucasian,neutral
000418,9.0,male,caucasian,slightlyhappy
000419,41.0,male,caucasian,neutral
000420,25.0,male,asian,neutral
000421,15.0,male,caucasian,neutral
000422,25.0,male,caucasian,slightlyhappy
000423,14.0,male,caucasian,neutral
000424,19.0,female,caucasian,neutral
000425,17.0,male,afroamerican,slightlyhappy
000426,30.0,male,caucasian,neutral
000427,45.0,female,caucasian,slightlyhappy
000428,21.0,female,caucasian,slightlyhappy
000429,34.0,male,caucasian,neutral
000430,32.0,male,caucasian,slightlyhappy
000431,28.0,male,caucasian,slightlyhappy
000432,34.0,female,caucasian,slightlyhappy
000433,44.0,male,caucasian,neutral
000434,25.0,male,caucasian,slightlyhappy
000435,67.0,male,caucasian,neutral
000436,19.0,male,asian,slightlyhappy
000437,56.0,male,caucasian,happy
000438,4.0,female,caucasian,slightlyhappy
000439,31.0,female,caucasian,slightlyhappy
000440,37.0,male,caucasian,slightlyhappy
000441,62.0,female,caucasian,slightlyhappy
000442,5.0,female,caucasian,other
000443,15.0,female,caucasian,neutral
000444,2.0,female,asian,neutral
000445,41.0,male,caucasian,neutral
000446,29.0,male,caucasian,slightlyhappy
000447,13.0,female,asian,slightlyhappy
000448,1.0,male,caucasian,neutral
000449,38.0,male,asian,neutral
000450,44.0,female,caucasian,slightlyhappy
000451,24.0,male,caucasian,neutral
000452,5.0,male,caucasian,slightlyhappy
000453,33.0,male,caucasian,neutral
000454,25.0,female,caucasian,neutral
000455,16.0,male,caucasian,slightlyhappy
000456,50.0,male,caucasian,neutral
000457,40.0,male,caucasian,slightlyhappy
000458,40.0,female,caucasian,neutral
000459,1.0,male,caucasian,neutral
000460,25.0,female,caucasian,slightlyhappy
000461,60.0,female,caucasian,neutral
000462,1.0,male,caucasian,neutral
000463,21.0,male,caucasian,neutral
000464,18.0,female,afroamerican,slightlyhappy
000465,23.0,male,caucasian,neutral
000466,20.0,female,caucasian,slightlyhappy
000467,32.0,female,caucasian,neutral
000468,19.0,female,caucasian,slightlyhappy
000469,49.0,male,caucasian,slightlyhappy
000470,35.0,male,caucasian,slightlyhappy
000471,1.0,female,caucasian,slightlyhappy
000472,65.0,male,caucasian,neutral
000473,19.0,female,caucasian,neutral
000474,2.0,male,caucasian,neutral
000475,16.0,male,caucasian,slightlyhappy
000476,40.0,female,caucasian,slightlyhappy
000477,23.0,male,caucasian,neutral
000478,37.0,male,caucasian,slightlyhappy
000479,50.0,female,caucasian,slightlyhappy
000480,26.0,female,asian,happy
000481,56.0,male,caucasian,happy
000482,1.0,female,caucasian,neutral
000483,8.0,female,asian,neutral
000484,17.0,female,caucasian,slightlyhappy
000485,24.0,male,caucasian,neutral
000486,25.0,male,asian,neutral
000487,24.0,female,caucasian,slightlyhappy
000488,26.0,female,asian,neutral
000489,18.0,female,caucasian,neutral
000490,23.0,male,caucasian,slightlyhappy
000491,26.0,male,caucasian,neutral
000492,17.0,female,caucasian,neutral
000493,54.0,male,caucasian,neutral
000494,38.0,male,caucasian,slightlyhappy
000495,33.0,male,asian,neutral
000496,41.0,male,caucasian,slightlyhappy
000497,2.0,female,caucasian,slightlyhappy
000498,38.0,male,caucasian,slightlyhappy
000499,29.0,male,caucasian,slightlyhappy
000500,55.0,male,caucasian,other
000501,50.0,male,caucasian,slightlyhappy
000502,19.0,male,caucasian,slightlyhappy
000503,19.0,female,caucasian,slightlyhappy
000504,30.0,female,caucasian,slightlyhappy
000505,34.0,female,caucasian,happy
000506,17.0,male,asian,slightlyhappy
000507,22.0,male,caucasian,slightlyhappy
000508,30.0,male,caucasian,neutral
000509,14.0,male,caucasian,neutral
000510,28.0,male,caucasian,neutral
000511,23.0,female,caucasian,slightlyhappy
000512,67.0,male,caucasian,slightlyhappy
000513,27.0,female,caucasian,neutral
000514,34.0,female,caucasian,slightlyhappy
000515,70.0,female,caucasian,slightlyhappy
000516,27.0,male,caucasian,neutral
000517,14.0,male,caucasian,neutral
000518,40.0,female,caucasian,slightlyhappy
000519,20.0,female,caucasian,slightlyhappy
000520,16.0,female,caucasian,slightlyhappy
000521,15.0,male,caucasian,neutral
000522,45.0,female,caucasian,slightlyhappy
000523,2.0,male,caucasian,happy
000524,28.0,female,caucasian,happy
000525,39.0,male,caucasian,slightlyhappy
000526,23.0,male,caucasian,neutral
000527,28.0,male,caucasian,neutral
000528,56.0,male,caucasian,slightlyhappy
000529,2.0,female,caucasian,happy
000530,40.0,male,caucasian,slightlyhappy
000531,2.0,male,caucasian,neutral
000532,27.0,male,caucasian,happy
000533,80.0,female,caucasian,other
000534,60.0,female,caucasian,happy
000535,22.0,male,asian,neutral
000536,17.0,female,afroamerican,other
000537,19.0,female,afroamerican,happy
000538,32.0,male,asian,neutral
000539,45.0,male,caucasian,slightlyhappy
000540,19.0,female,caucasian,slightlyhappy
000541,20.0,female,caucasian,slightlyhappy
000542,37.0,male,caucasian,other
000543,27.0,male,caucasian,other
000544,15.0,male,caucasian,slightlyhappy
000545,52.0,male,caucasian,neutral
000546,47.0,female,caucasian,slightlyhappy
000547,35.0,male,caucasian,slightlyhappy
000548,17.0,female,caucasian,happy
000549,33.0,male,caucasian,neutral
000550,22.0,female,caucasian,happy
000551,59.0,male,caucasian,neutral
000552,16.0,male,asian,neutral
000553,15.0,female,caucasian,neutral
000554,57.0,male,caucasian,neutral
000555,28.0,female,caucasian,slightlyhappy
000556,26.0,female,caucasian,slightlyhappy
000557,44.0,male,caucasian,happy
000558,21.0,female,caucasian,happy
000559,48.0,male,caucasian,slightlyhappy
000560,60.0,female,caucasian,other
000561,34.0,male,caucasian,neutral
000562,19.0,female,caucasian,slightlyhappy
000563,5.0,male,caucasian,slightlyhappy
000564,3.0,female,asian,neutral
000565,16.0,male,caucasian,slightlyhappy
000566,28.0,female,caucasian,slightlyhappy
000567,33.0,male,caucasian,neutral
000568,35.0,male,caucasian,neutral
000569,49.0,female,caucasian,neutral
000570,40.0,male,caucasian,slightlyhappy
000571,26.0,male,caucasian,happy
000572,24.0,male,caucasian,other
000573,32.0,female,asian,slightlyhappy
000574,22.0,female,asian,slightlyhappy
000575,9.0,female,caucasian,slightlyhappy
000576,42.0,male,caucasian,slightlyhappy
000577,30.0,male,caucasian,slightlyhappy
000578,26.0,female,caucasian,neutral
000579,33.0,female,caucasian,slightlyhappy
000580,7.0,female,caucasian,neutral
000581,18.0,male,caucasian,other
000582,24.0,male,caucasian,neutral
000583,18.0,female,caucasian,neutral
000584,31.0,male,caucasian,slightlyhappy
000585,17.0,male,caucasian,neutral
000586,47.0,male,caucasian,neutral
000587,17.0,female,afroamerican,happy
000588,36.0,female,asian,neutral
000589,16.0,female,asian,slightlyhappy
000590,50.0,male,caucasian,neutral
000591,26.0,female,asian,neutral
000592,16.0,male,afroamerican,neutral
000593,6.0,female,caucasian,neutral
000594,25.0,male,caucasian,other
000595,4.0,female,caucasian,neutral
000596,20.0,male,caucasian,neutral
000597,49.0,female,caucasian,slightlyhappy
000598,40.0,female,caucasian,slightlyhappy
000599,5.0,female,caucasian,neutral
000600,32.0,female,asian,neutral
000601,75.0,male,caucasian,neutral
000602,9.0,female,asian,slightlyhappy
000603,20.0,female,caucasian,slightlyhappy
000604,30.0,male,caucasian,neutral
000605,24.0,female,caucasian,slightlyhappy
000606,29.0,male,caucasian,neutral
000607,19.0,female,caucasian,neutral
000608,30.0,female,caucasian,slightlyhappy
000609,7.0,male,caucasian,other
000610,14.0,male,caucasian,neutral
000611,49.0,male,afroamerican,slightlyhappy
000612,17.0,male,caucasian,neutral
000613,70.0,male,caucasian,neutral
000614,10.0,male,caucasian,slightlyhappy
000615,5.0,female,caucasian,other
000616,7.0,male,caucasian,slightlyhappy
000617,47.0,female,caucasian,neutral
000618,29.0,female,caucasian,neutral
000619,18.0,female,caucasian,slightlyhappy
000620,52.0,female,caucasian,slightlyhappy
000621,28.0,male,asian,neutral
000622,61.0,male,caucasian,slightlyhappy
000623,23.0,male,caucasian,neutral
000624,23.0,male,asian,slightlyhappy
000625,40.0,male,caucasian,neutral
000626,35.0,female,caucasian,slightlyhappy
000627,19.0,male,caucasian,neutral
000628,41.0,female,caucasian,slightlyhappy
000629,31.0,male,caucasian,slightlyhappy
000630,22.0,female,afroamerican,slightlyhappy
000631,40.0,male,caucasian,slightlyhappy
000632,33.0,male,asian,slightlyhappy
000633,22.0,female,afroamerican,slightlyhappy
000634,4.0,female,caucasian,slightlyhappy
000635,21.0,male,caucasian,neutral
000636,20.0,female,afroamerican,happy
000637,27.0,male,caucasian,slightlyhappy
000638,30.0,male,caucasian,slightlyhappy
000639,20.0,female,caucasian,neutral
000640,4.0,male,caucasian,neutral
000641,22.0,male,caucasian,neutral
000642,18.0,male,caucasian,other
000643,29.0,male,caucasian,neutral
000644,17.0,male,caucasian,slightlyhappy
000645,1.0,female,asian,neutral
000646,30.0,female,caucasian,neutral
000647,21.0,male,caucasian,slightlyhappy
000648,47.0,female,caucasian,slightlyhappy
000649,42.0,female,caucasian,slightlyhappy
000650,28.0,male,caucasian,neutral
000651,48.0,male,caucasian,neutral
000652,32.0,female,caucasian,slightlyhappy
000653,18.0,male,caucasian,neutral
000654,69.0,male,caucasian,neutral
000655,25.0,male,afroamerican,slightlyhappy
000656,25.0,female,asian,slightlyhappy
000657,16.0,female,caucasian,happy
000658,18.0,female,caucasian,other
000659,4.0,female,caucasian,slightlyhappy
000660,19.0,female,asian,slightlyhappy
000661,28.0,male,caucasian,slightlyhappy
000662,25.0,female,asian,neutral
000663,34.0,female,caucasian,neutral
000664,34.0,male,asian,slightlyhappy
000665,24.0,male,caucasian,slightlyhappy
000666,32.0,female,caucasian,slightlyhappy
000667,1.0,male,asian,neutral
000668,27.0,female,caucasian,happy
000669,47.0,male,caucasian,slightlyhappy
000670,60.0,male,caucasian,neutral
000671,35.0,male,caucasian,neutral
000672,25.0,female,caucasian,slightlyhappy
000673,44.0,female,caucasian,happy
000674,1.0,male,caucasian,neutral
000675,42.0,female,caucasian,neutral
000676,63.0,male,caucasian,neutral
000677,20.0,male,afroamerican,neutral
000678,52.0,male,caucasian,neutral
000679,42.0,male,afroamerican,neutral
000680,27.0,male,caucasian,neutral
000681,28.0,female,afroamerican,neutral
000682,9.0,male,caucasian,neutral
000683,23.0,male,afroamerican,neutral
000684,6.0,female,caucasian,happy
000685,59.0,male,asian,slightlyhappy
000686,25.0,female,caucasian,slightlyhappy
000687,12.0,female,caucasian,slightlyhappy
000688,48.0,female,caucasian,slightlyhappy
000689,48.0,female,caucasian,happy
000690,40.0,female,caucasian,happy
000691,35.0,male,caucasian,slightlyhappy
000692,23.0,male,caucasian,neutral
000693,34.0,male,caucasian,neutral
000694,30.0,female,caucasian,slightlyhappy
000695,49.0,male,caucasian,neutral
000696,18.0,male,asian,happy
000697,20.0,female,caucasian,slightlyhappy
000698,3.0,female,caucasian,slightlyhappy
000699,3.0,female,caucasian,neutral
000700,25.0,male,caucasian,happy
000701,29.0,male,caucasian,neutral
000702,16.0,female,caucasian,slightlyhappy
000703,34.0,female,caucasian,slightlyhappy
000704,5.0,female,caucasian,slightlyhappy
000705,40.0,male,caucasian,slightlyhappy
000706,37.0,male,caucasian,slightlyhappy
000707,5.0,female,caucasian,slightlyhappy
000708,30.0,female,caucasian,neutral
000709,29.0,male,caucasian,happy
000710,32.0,female,caucasian,slightlyhappy
000711,22.0,female,caucasian,slightlyhappy
000712,30.0,female,caucasian,slightlyhappy
000713,48.0,male,caucasian,slightlyhappy
000714,19.0,female,caucasian,slightlyhappy
000715,17.0,male,caucasian,happy
000716,10.0,male,caucasian,neutral
000717,53.0,male,caucasian,slightlyhappy
000718,26.0,female,caucasian,slightlyhappy
